# sentences=861745 tokens=5965161 words=75749
word	count	sentences	left_contexts	right_contexts
缠斗	4	3	4	4
缠绕	4	4	4	4
缠绵	8	8	8	8
缠身	8	8	8	7
缤	6	6	1	1
缤纷	10	10	9	7
缥缈	2	2	2	2
缩	302	292	165	184
缩写	35	35	21	20
缩减	7	7	7	7
缩到	5	5	5	4
缩图	11	11	11	10
缩在	2	2	2	2
缩小	54	51	37	37
缩小了	3	3	3	3
缩小到	1	1	1	1
缩影	28	28	20	7
缩成	6	6	5	6
缩放	1	1	1	1
缩水	57	57	49	28
缩短	30	30	24	26
缩短了	1	1	1	1
缪	14	14	6	7
缰	2	2	2	2
缱	1	1	1	1
缴	814	778	373	299
缴款	1	1	1	1
缴税	234	226	107	117
缴纳	4	4	4	4
缴获	1	1	1	1
缴费	40	39	29	26
缸	91	87	36	62
缺	612	589	266	297
缺一不可	4	4	4	1
缺乏	76	75	51	63
缺了	13	13	10	10
缺人	37	37	33	13
缺口	4	4	4	2
缺失	5	5	5	5
缺少	14	14	12	10
缺少了	2	2	2	2
缺少的	3	3	3	3
缺席	9	9	8	9
缺德	17	17	15	6
缺憾	1	1	1	1
缺损	4	4	4	4
缺氧	10	10	7	8
缺水	32	32	26	23
缺点	116	116	77	57
缺点就是	11	11	9	11
缺点是	28	28	20	27
缺的	23	23	15	19
缺的是	6	6	5	6
缺血	5	5	5	5
缺货	36	36	23	19
缺这	7	7	7	5
缺钱	88	88	53	66
缺陷	28	28	21	18
罂	17	16	13	1
罄	1	1	1	1
罐	276	249	110	173
罐头	200	194	99	116
罐子	22	20	19	21
罐装	48	48	32	27
网	3058	2993	1165	404
网上	30	30	22	22
网上买	1	1	1	1
网上的	5	5	5	5
网传	2	2	2	2
网协	33	33	19	28
网卡	9	9	8	9
网友	225	217	110	159
网友们	4	4	4	4
网友表示	5	5	4	3
网友说	13	13	13	10
网吧	3	3	3	3
网图	1	1	1	1
网址	89	89	51	63
网坛	13	13	10	12
网外	2	2	2	2
网大	2	2	2	2
网媒	3	3	3	3
网布	1	1	1	1
网战	3	3	3	3
网易	4	4	3	3
网易云	1	1	1	1
网民	46	46	19	37
网游	38	37	24	31
网状	4	4	4	4
网球	228	223	103	119
网球拍	2	2	2	2
网的	77	77	49	34
网站	430	425	238	251
网站上	10	10	9	8
网站公布	1	1	1	1
网管	4	4	3	4
网红	101	101	63	67
网约车	2	2	2	2
网络	6	6	3	5
网购	70	70	43	62
网费	1	1	1	1
网速	32	32	25	24
网银	8	8	6	8
网页	110	109	77	82
网页上	5	5	5	5
网页游戏	6	6	6	6
网页版	15	15	11	12
网页设计	4	4	4	4
网龙	2	2	1	1
罔	11	11	8	6
罕	49	49	13	25
罕见	14	14	11	9
罕见的	6	6	6	6
罗	1114	1092	361	313
罗东	33	31	20	27
罗伊	2	2	2	2
罗伯特	1	1	1	1
罗克	2	2	2	2
罗利	10	10	4	9
罗勒	13	12	11	9
罗宋	9	9	8	5
罗家	8	8	3	6
罗宾	29	29	20	25
罗尼	2	2	2	2
罗山	2	2	2	2
罗技	8	8	3	6
罗杰	12	12	11	11
罗根	89	87	38	62
罗汉	36	36	18	16
罗波	1	1	1	1
罗浮	7	7	4	2
罗生门	13	11	9	11
罗盘	8	8	6	7
罗米	7	7	1	1
罗老师	1	1	1	1
罗胖	4	4	4	4
罗莱	1	1	1	1
罗辑思维	6	6	3	6
罗马	88	83	60	66
罗马人	19	18	11	19
罗马尼亚	9	9	7	7
罗马帝国	36	35	19	28
罗马的	4	4	4	4
罗麦	3	3	1	1
罚	704	659	300	227
罚他	6	6	5	5
罚单	78	78	38	45
罚款	64	64	45	45
罚球	24	24	23	15
罚站	24	23	19	15
罚金	40	38	26	32
罟	1	1	1	1
罡	5	5	4	4
罢	81	77	61	50
罢了	114	114	109	25
罢免	78	76	53	47
罢工	1164	1133	467	498
罩	365	358	143	160
罩门	4	4	3	2
罪	683	660	244	241
罪人	16	16	10	8
罪名	17	17	15	12
罪孽	5	5	5	5
罪恶	26	26	19	15
罪恶感	31	31	20	17
罪犯	69	68	57	49
罪行	10	10	10	6
罪证	5	5	5	4
罪责	1	1	1	1
罪过	7	7	6	5
罪魁祸首	12	12	9	5
置	151	148	87	59
置之不理	2	2	2	2
置于	1	1	1	1
置产	27	27	20	17
置入	29	29	26	15
置换	6	6	5	5
置物架	2	2	2	2
置身	6	6	6	3
置顶	11	11	10	9
署	217	209	52	156
署名	8	8	6	8
罹	26	26	23	8
罹患	1	1	1	1
羁	1	1	1	1
羁押	79	78	14	28
羁绊	7	7	7	4
羊	293	282	142	153
羊排	7	7	6	7
羊毛	10	10	8	7
羊的	18	18	13	10
羊羊	5	4	4	4
羊群	1	1	1	1
羊肉	95	91	51	33
羊肉串	2	2	2	2
羊肉味	1	1	1	1
羊驼	9	8	5	8
羌	13	12	8	12
美	3570	3425	901	1339
美中不足	1	1	1	1
美丽	87	86	56	44
美丽的	38	38	33	30
美丽的风	1	1	1	1
美亚	4	4	3	3
美人	164	161	67	106
美人鱼	81	79	35	54
美体	4	4	4	4
美债	5	5	5	5
美元	47	47	38	35
美元指数	1	1	1	1
美军	248	243	144	179
美军的	13	13	9	13
美利坚	10	10	8	4
美到	18	18	12	11
美剧	109	109	59	79
美劳	3	3	3	3
美化	46	46	36	36
美发	29	29	16	16
美台	11	11	10	7
美味	101	100	68	42
美味啊	2	2	2	1
美味的	9	9	9	6
美哉	1	1	1	1
美国	5066	4946	1430	2431
美国人	932	917	338	583
美国人口	2	2	2	2
美国人民	4	4	3	4
美国企业	7	7	5	6
美国佬	7	7	6	7
美国公司	3	3	3	3
美国国债	3	3	3	3
美国国家	1	1	1	1
美国大学	28	28	10	19
美国女	29	29	11	19
美国学	29	29	15	6
美国宪法	3	3	3	3
美国对	16	16	7	12
美国市场	4	4	4	4
美国总统	212	211	90	115
美国政府	15	15	14	14
美国文化	3	3	3	3
美国最大	4	4	3	4
美国本土	8	8	8	7
美国梦	23	23	15	11
美国海军	10	10	8	8
美国演员	3	3	3	3
美国独立	8	8	6	6
美国生	16	16	9	8
美国电影	9	9	5	9
美国电视	4	4	3	4
美国男	10	10	9	9
美国留学	3	3	3	3
美国的	346	345	178	265
美国石油	1	1	1	1
美国社会	2	2	2	2
美国第一	14	14	9	10
美国经济	8	8	6	7
美国网	5	5	2	3
美国职棒	6	6	5	5
美国股市	2	2	2	2
美国英国	5	5	5	5
美国队	29	29	21	20
美国队长	133	132	56	88
美图秀秀	3	3	3	3
美奈	2	2	2	1
美女	442	435	202	217
美女图	5	5	5	4
美女的	33	33	27	20
美好	78	78	59	33
美好回忆	4	4	4	3
美好的	41	40	28	28
美好的事	5	5	5	2
美妙	5	5	5	3
美学	116	114	44	52
美宅	2	2	2	2
美安	29	29	13	23
美宣	1	1	1	1
美容	37	35	20	25
美容院	2	2	2	1
美少女	85	85	50	35
美工	32	32	21	15
美帝	90	88	58	75
美式	102	99	57	60
美式咖啡	5	5	4	4
美得	4	4	4	4
美德	22	22	17	11
美心	13	13	7	10
美感	65	63	39	39
美日	92	91	60	66
美景	16	16	13	12
美月	3	3	3	3
美本	3	3	1	3
美术	69	69	44	34
美术设计	1	1	1	1
美术馆	25	24	21	22
美梦	21	21	17	13
美洲	61	60	39	39
美洲杯	2	2	2	2
美滋滋	1	1	1	1
美满	9	9	5	5
美漫	13	13	10	11
美玉	1	1	1	1
美珍	6	6	4	4
美琴	16	12	6	8
美白	19	19	13	16
美的	252	252	97	136
美的风景	1	1	1	1
美眉	29	29	19	22
美瞳	1	1	1	1
美硕	1	1	1	1
美秀	4	4	2	3
美称	3	3	3	3
美系	2	2	2	2
美素	1	1	1	1
美美	7	7	5	7
美美的	14	14	12	12
美股	24	24	16	22
美航	3	3	3	3
美色	4	4	4	3
美艳	2	2	2	2
美苏	12	9	7	7
美衣	1	1	1	1
美规	2	2	2	2
美誉	2	2	2	2
美豆	5	5	1	2
美貌	9	9	8	8
美轮美奂	5	5	2	2
美邦	8	8	1	6
美酒	5	5	4	5
美金	124	123	76	81
美音	2	2	2	2
美颜	5	5	5	5
美食	554	548	257	203
美食推荐	4	4	3	3
羔	3	2	3	3
羔羊	3	3	3	3
羚	5	5	3	4
羚羊	22	22	3	9
羞	135	125	39	74
羞愧	12	12	12	7
羞涩	8	8	8	4
羞耻	121	120	63	28
羞辱	90	88	66	52
羟	1	1	1	1
羟基	1	1	1	1
羡	11	11	11	8
羡慕	443	439	189	233
羡慕的	28	28	20	15
群	621	611	260	350
群中	10	10	8	9
群主	2	2	1	2
群了	4	4	4	3
群人	110	109	46	68
群众	35	35	30	23
群众的	8	8	8	7
群体	28	28	28	24
群体中	5	5	5	5
群光	1	1	1	1
群发	4	4	4	4
群学	2	2	2	2
群山	1	1	1	1
群岛	40	38	21	30
群文	1	1	1	1
群星	5	5	5	5
群晖	2	2	1	2
群殴	1	1	1	1
群的	55	55	32	19
群组	224	217	128	139
群聊	3	3	3	3
群臣	1	1	1	1
群论	2	2	2	2
群里	11	11	9	8
群里的	1	1	1	1
群雄	6	6	5	3
群魔乱舞	3	3	3	2
羧	1	1	1	1
羯	22	22	3	12
羲	5	5	2	4
羸弱	1	1	1	1
羹	79	79	32	40
羽	408	398	66	246
羽毛	19	19	17	12
羽毛球	5	5	5	5
羽毛球拍	1	1	1	1
羽球	79	76	42	58
羽生结弦	2	2	2	2
羽绒	56	55	32	11
羽绒服	2	2	1	2
羿	9	9	4	9
翁	159	154	56	83
翃	1	1	1	1
翅	85	80	31	47
翅膀	113	111	63	62
翊	13	13	6	6
翎	17	17	3	14
翔	302	292	89	115
翘	235	205	125	87
翘楚	13	13	7	4
翘臀	6	6	6	6
翘课	68	67	47	51
翘起	15	15	14	8
翟	19	18	7	8
翠	52	49	26	34
翠玉	4	4	3	1
翡	7	7	2	2
翡翠	17	17	16	11
翦	2	2	1	2
翩翩	2	2	1	2
翰	61	60	22	33
翰墨	1	1	1	1
翰林	5	5	3	5
翱翔	2	2	2	2
翳	1	1	1	1
翻	943	910	409	397
翻一下	7	7	7	6
翻下	3	3	3	2
翻书	11	11	9	11
翻了	104	104	51	46
翻了一下	1	1	1	1
翻了翻	1	1	1	1
翻倍	27	27	22	17
翻出	1	1	1	1
翻出来	7	7	7	5
翻到	32	31	27	32
翻动	1	1	1	1
翻台	5	5	4	2
翻唱	75	75	55	46
翻墙	91	91	64	56
翻开	49	49	33	34
翻拍	109	109	75	58
翻新	5	5	5	4
翻来覆去	4	4	4	3
翻滚	13	13	11	9
翻版	17	17	15	8
翻番	1	1	1	1
翻白眼	53	53	40	26
翻盘	34	34	26	11
翻看	1	1	1	1
翻红	23	22	17	11
翻翻	7	7	7	7
翻脸	63	61	50	36
翻译	607	540	279	291
翻译一下	16	16	12	9
翻译中	1	1	1	1
翻译为	3	3	3	3
翻译成	37	37	28	31
翻译时	1	1	1	1
翻越	3	3	3	3
翻身	219	219	112	59
翻车	39	38	34	25
翻转	45	44	34	31
翻过	41	40	27	13
翻过来	11	11	10	8
翻进	1	1	1	1
翻面	13	13	13	11
翻页	1	1	1	1
翼	93	92	43	53
翼天使	1	1	1	1
耀	86	84	42	42
耀中	2	2	1	2
耀眼	6	6	5	2
耀眼的	1	1	1	1
耀辉	1	1	1	1
老	2156	2088	839	725
老一代	1	1	1	1
老一辈	154	154	50	81
老万	1	1	1	1
老三	44	44	28	14
老东家	1	1	1	1
老中	4	4	4	2
老中医	1	1	1	1
老九门	2	2	1	2
老乡	2	2	2	1
老了	393	392	205	226
老二	409	402	219	233
老五	6	6	4	6
老人	941	925	422	573
老人们	11	11	8	10
老人家	109	108	50	92
老人的	41	41	27	24
老人说	3	3	3	3
老任	9	9	6	9
老会	11	11	8	9
老伴	1	1	1	1
老佛爷	6	6	5	5
老兄	2	2	2	2
老先生	11	11	7	8
老公	431	428	256	262
老公说	4	4	4	4
老六	2	2	1	1
老兵	29	29	22	28
老刘	6	6	6	5
老前辈	2	2	2	2
老化	42	41	30	33
老北京	1	1	1	1
老厂	1	1	1	1
老去	1	1	1	1
老友	3	3	3	3
老古	2	2	2	1
老司机	18	18	10	13
老同学	3	3	2	3
老君	2	2	2	2
老吴	12	12	9	10
老员工	4	4	4	4
老周	4	4	4	4
老哥	8	7	7	8
老四	10	10	6	3
老坛	1	1	1	1
老外	208	203	110	160
老大	257	256	113	168
老大哥	15	15	13	15
老大的	24	24	13	18
老天	24	24	14	19
老天爷	12	12	7	11
老太	2	2	2	2
老太太	10	10	4	6
老太婆	16	16	14	15
老夫	15	15	11	6
老头	105	103	75	81
老头子	11	11	8	11
老套	10	10	10	9
老奶	6	6	6	6
老奶奶	9	9	8	8
老好	8	8	6	7
老好人	1	1	1	1
老妇	2	2	2	2
老妇人	3	3	3	3
老妈	103	103	56	82
老妹	17	17	14	14
老姐	1	1	1	1
老姜	3	3	2	3
老娘	47	47	30	44
老婆	1761	1734	670	844
老婆不	31	31	18	26
老婆孩子	1	1	1	1
老婆的	151	150	91	83
老婆说	20	20	14	20
老子	88	86	56	77
老子的	1	1	1	1
老字号	2	2	2	2
老孙	2	2	2	2
老学长	5	5	5	5
老实	519	519	108	105
老实人	22	22	14	15
老客户	14	14	12	14
老家	43	43	33	36
老将	7	6	7	6
老巢	2	2	2	2
老师	2055	2008	734	1104
老师上课	18	18	11	16
老师也	35	35	27	31
老师们	8	8	7	8
老师会	57	57	40	47
老师傅	5	5	4	4
老师同学	2	2	2	2
老师在	74	74	29	32
老师很	36	36	28	32
老师推荐	2	2	2	2
老师教	31	31	24	27
老师教的	7	7	6	4
老师是	117	117	72	67
老师来	9	9	9	9
老师的	220	220	145	124
老师的话	8	8	8	8
老师的课	2	2	2	2
老师要求	2	2	2	2
老师让	3	3	3	3
老师说	79	79	51	71
老师还	39	39	33	31
老师都	76	76	53	63
老师问	15	15	12	12
老干妈	6	6	3	6
老年	34	34	28	28
老年人	23	22	18	22
老年痴呆	3	3	2	2
老店	12	12	12	11
老店了	1	1	1	1
老式	2	2	2	2
老弟	16	16	10	14
老张	5	5	2	5
老总	10	10	9	10
老房	3	3	3	3
老房子	5	5	4	5
老手	9	9	9	9
老把	2	2	2	1
老抽	2	2	2	1
老拿	2	2	2	2
老掉牙	1	1	1	1
老教授	1	1	1	1
老旧	19	19	18	17
老旧的	6	6	6	5
老是	126	126	87	92
老是说	7	7	6	6
老朋友	7	7	6	7
老本	14	14	14	9
老朱	2	2	1	2
老李	3	3	3	3
老杨	1	1	1	1
老板	2519	2462	832	1276
老板们	18	18	13	18
老板在	38	38	29	28
老板娘	169	164	92	116
老板说	102	102	48	78
老林	1	1	1	1
老样	3	3	3	2
老梗	70	70	53	43
老歌	52	51	34	38
老死	18	18	17	11
老毛	10	10	9	10
老气	9	9	8	8
老汉	2	2	2	2
老汤	2	2	2	2
老油条	1	1	1	1
老派	12	12	11	10
老湿	18	18	11	14
老爱	26	26	22	20
老爷	42	42	22	32
老爷子	2	2	1	1
老爷爷	1	1	1	1
老爸	479	470	221	273
老爹	30	29	13	24
老版	3	3	3	3
老牌	22	19	18	17
老牛	2	2	2	2
老特	1	1	1	1
老狗	7	7	7	6
老王	19	19	12	16
老玩家	4	4	4	3
老班	1	1	1	1
老生常谈	1	1	1	1
老用	1	1	1	1
老电影	8	8	7	6
老男人	26	26	18	19
老白	12	12	9	10
老百姓	60	60	31	51
老的	161	160	82	99
老祖宗	12	12	12	9
老粉	1	1	1	1
老粗	5	5	2	4
老红	1	1	1	1
老练	5	5	3	5
老罗	3	3	3	2
老老实实	12	12	9	11
老肉	20	20	8	3
老胡	8	8	7	8
老花	10	10	8	5
老苏	5	5	4	5
老茶	1	1	1	1
老虎	190	186	82	97
老衲	4	4	3	4
老规矩	5	5	2	5
老话	7	7	2	3
老说	1	1	1	1
老贼	9	9	9	9
老赵	2	2	2	2
老路	5	5	5	3
老远	4	4	1	4
老道	1	1	1	1
老郭	2	2	2	2
老酒	3	3	2	3
老金	7	7	4	7
老铁	4	4	3	4
老问题	7	7	6	7
老阿姨	3	3	3	3
老陈	1	1	1	1
老顾	1	1	1	1
老马	11	11	10	11
老高	1	1	1	1
老鸟	24	24	20	19
老鹰	22	22	15	20
老黄	4	4	3	4
老黑	3	3	3	3
老鼠	332	328	155	177
老鼠的	31	31	25	17
老龄化	2	2	2	2
老龙	1	1	1	1
考	2442	2279	744	907
考一个	1	1	1	1
考上	645	635	257	240
考上了	6	6	5	5
考上大学	8	8	5	7
考不上	108	105	59	63
考个	16	16	13	15
考了	49	49	28	31
考什么	26	26	21	21
考入	1	1	1	1
考公	46	45	36	4
考公务员	59	59	48	31
考出	7	7	7	4
考到	95	94	70	70
考前	59	58	24	53
考勤	1	1	1	1
考博	1	1	1	1
考卷	62	61	38	51
考取	4	4	4	4
考古	48	48	42	22
考古发现	1	1	1	1
考古学	7	7	7	6
考古学家	6	6	5	4
考后	7	7	6	7
考场	51	51	34	35
考大学	42	41	30	38
考好	28	27	26	19
考学	39	39	29	9
考完	111	111	51	76
考完了	13	13	11	9
考完试	8	8	4	8
考官	12	12	8	11
考察	15	14	11	12
考工	7	7	5	1
考录	3	3	2	1
考得	51	51	39	22
考情	1	1	1	1
考托	7	7	6	1
考据	3	3	3	3
考数学	7	7	4	5
考核	6	6	6	6
考法	4	4	4	3
考状元	1	1	1	1
考生	85	84	38	57
考的是	3	3	3	2
考研	33	33	20	8
考研的	3	3	3	3
考科	18	18	12	15
考究	2	2	2	2
考虑	231	230	132	176
考虑一下	13	13	13	9
考虑买	8	8	8	6
考虑了	2	2	2	2
考虑到	22	22	18	20
考虑清楚	2	2	2	2
考虑的	6	6	6	6
考虑考虑	1	1	1	1
考虑过	12	12	8	12
考虑这个	2	2	1	2
考证	16	16	16	6
考试	508	503	266	341
考试中	4	4	3	4
考试之前	1	1	1	1
考试了	4	4	4	3
考试前	14	14	8	14
考试成绩	2	2	2	2
考试时	18	18	7	18
考试时间	3	3	3	3
考试的	39	39	30	27
考试结束	2	2	2	2
考试考	20	20	12	19
考试范围	1	1	1	1
考试都	34	34	31	16
考试难度	2	2	2	2
考试题型	1	1	1	1
考过	31	31	27	28
考过了	6	6	6	6
考进	31	31	26	14
考量	42	41	33	25
考问	1	1	1	1
考题	40	39	25	28
考驾照	36	36	28	26
考验	48	48	39	32
考验你	5	5	5	5
考高分	5	5	5	5
耄	1	1	1	1
者	1414	1371	585	736
耆	2	2	2	1
耋	1	1	1	1
而	920	906	609	549
而下	12	12	7	6
而不	151	150	85	74
而不为	1	1	1	1
而不会	4	4	4	4
而不像	1	1	1	1
而不同	1	1	1	1
而不是	219	219	199	190
而不是像	1	1	1	1
而不是在	3	3	3	3
而不用	4	4	4	4
而不知	1	1	1	1
而不能	2	2	2	2
而不要	1	1	1	1
而且	1025	1025	448	802
而且不	25	25	20	22
而且不会	5	5	4	5
而且不是	7	7	5	7
而且也	15	15	14	12
而且会	9	9	9	9
而且可以	4	4	4	4
而且因为	3	3	3	3
而且在	7	7	5	7
而且她	8	8	7	8
而且对	3	3	3	3
而且就	3	3	2	3
而且很	31	31	23	23
而且我	21	21	10	19
而且是	54	54	39	52
而且有	22	22	16	20
而且没有	2	2	2	2
而且能	2	2	2	2
而且要	25	25	20	25
而且说	10	10	6	8
而且还	70	70	47	55
而且还会	5	5	4	5
而且还是	22	22	15	22
而且还要	3	3	3	3
而且这个	1	1	1	1
而且都	16	16	11	15
而且都是	6	6	5	6
而为	4	4	4	4
而事实上	1	1	1	1
而产生	2	2	2	2
而今	1	1	1	1
而今天	1	1	1	1
而从	1	1	1	1
而他	2	2	2	2
而他们	2	2	2	2
而作	2	2	2	2
而你	21	21	18	18
而你的	2	2	1	2
而做出	1	1	1	1
而其他	1	1	1	1
而出	25	25	16	16
而出现	1	1	1	1
而努力	1	1	1	1
而去	35	35	31	28
而去了	2	2	2	1
而又	4	3	3	3
而发生	3	3	3	3
而变化	1	1	1	1
而后	16	16	10	9
而因为	1	1	1	1
而在	8	8	8	7
而在于	1	1	1	1
而存在	2	2	2	2
而定	9	9	8	4
而实际上	1	1	1	1
而对于	1	1	1	1
而导致	3	3	3	3
而已	2654	2649	1638	596
而异	1	1	1	1
而引起	1	1	1	1
而归	3	3	2	2
而当	2	2	2	2
而当时	2	2	1	2
而影响	1	1	1	1
而得	2	2	2	2
而忽略	2	2	2	2
而感到	5	5	5	5
而成	8	8	8	5
而成的	4	4	4	4
而我	24	24	13	19
而我也	1	1	1	1
而我们	1	1	1	1
而战	20	18	17	12
而改变	7	7	6	4
而放弃	2	2	2	2
而无法	2	2	2	2
而是	170	170	148	160
而是一个	2	2	2	2
而是一种	3	3	2	2
而是他	3	3	3	3
而是你	7	7	6	7
而是因为	1	1	1	1
而是在	3	3	3	3
而是有	3	3	3	3
而是用	3	3	3	3
而是由	1	1	1	1
而是被	1	1	1	1
而是要	6	6	6	6
而更	2	2	2	2
而有	9	9	7	9
而有些	2	2	2	2
而有所	1	1	1	1
而未	16	16	5	5
而来	13	13	12	9
而来的	7	7	7	6
而死亡	2	2	2	1
而没有	5	5	5	5
而现在	2	2	2	2
而用	5	5	5	5
而真正	1	1	1	1
而立	7	7	5	6
而笑	1	1	1	1
而自己	1	1	1	1
而至	1	1	1	1
而获	3	3	2	3
而被	26	26	24	23
而要	7	7	7	6
而言	94	94	71	80
而让	1	1	1	1
而论	7	7	5	7
而走	1	1	1	1
而起	3	3	3	2
而过	12	12	4	8
而这	4	4	3	3
而这个	1	1	1	1
而这些	4	4	3	4
而这次	2	2	2	2
而选择	1	1	1	1
而造成	3	3	3	3
而那个	2	2	2	2
而那些	1	1	1	1
而非	56	56	55	52
耍	291	281	204	100
耍了	7	7	7	6
耍人	5	5	3	4
耍帅	23	23	19	13
耍流氓	6	6	6	6
耍猴	2	2	2	1
耍赖	6	6	6	5
耐	138	134	79	72
耐久	7	7	6	4
耐人寻味	1	1	1	1
耐克	2	2	2	2
耐力	7	7	6	6
耐劳	5	5	1	4
耐受	5	5	5	3
耐听	17	17	12	10
耐心	14	14	13	11
耐心看	1	1	1	1
耐心等待	4	4	1	1
耐性	9	9	9	8
耐操	27	27	22	15
耐玩	22	22	18	11
耐用	43	43	30	21
耐看	16	16	14	8
耐磨	1	1	1	1
耐读	1	1	1	1
耐高温	3	3	3	3
耕	42	42	29	19
耕作	14	14	7	14
耕农	24	24	1	17
耕种	2	2	2	2
耕耘	12	12	9	8
耕读	1	1	1	1
耖	36	36	19	23
耗	81	80	57	40
耗在	1	1	1	1
耗子	1	1	1	1
耗尽	3	3	3	3
耗时	4	4	4	4
耗时间	4	4	4	1
耗电	48	48	31	23
耗电量	3	3	3	3
耗能	6	6	6	6
耗费	9	9	9	8
耗资	2	2	2	1
耙	30	29	5	7
耨	4	4	4	4
耳	273	268	150	121
耳中	1	1	1	1
耳光	6	6	4	4
耳内	1	1	1	1
耳垢	4	4	4	4
耳塞	27	27	15	21
耳屎	57	56	31	40
耳朵	264	259	136	167
耳朵里	6	6	6	5
耳机	368	357	162	198
耳洞	13	13	11	12
耳濡目染	4	4	3	4
耳炎	3	3	2	3
耳熟能详	8	8	4	3
耳目	2	2	2	2
耳目一新	1	1	1	1
耳边	13	13	13	11
耳边说	4	4	2	4
耳道	5	5	3	5
耳针	1	1	1	1
耳门	1	1	1	1
耳饰	2	2	2	2
耳鸣	24	24	18	14
耶	2509	2462	1408	705
耶路撒冷	7	7	7	7
耸	17	17	16	8
耸了	1	1	1	1
耸肩	7	7	7	4
耻	208	202	102	56
耻笑	15	15	12	14
耻辱	21	21	17	12
耽美	2	2	2	2
耽误	9	9	9	8
耽误了	1	1	1	1
耿	21	20	14	12
耿耿于怀	2	2	2	2
聂	19	19	10	8
聆听	4	4	3	3
聊	546	521	245	245
聊一下	6	6	6	3
聊一聊	1	1	1	1
聊上	10	10	1	1
聊下	2	2	2	2
聊了	12	12	12	9
聊些	4	4	4	1
聊到	24	24	20	19
聊天	612	607	310	263
聊天时	12	12	8	12
聊天的	83	83	66	44
聊天记录	3	3	3	2
聊完	1	1	1	1
聊得	10	10	10	7
聊的时候	2	2	2	2
聊聊	24	24	23	15
聊聊天	7	7	7	7
聊起来	3	3	3	3
聊过	10	10	9	10
聋	42	40	20	23
聋吗	1	1	1	1
职	951	926	260	396
职业	885	877	388	384
职业化	3	3	2	3
职业发展	1	1	1	1
职业学	79	79	13	4
职业技能	1	1	1	1
职业是	59	59	33	35
职业棒球	6	6	5	4
职业比赛	1	1	1	1
职业球员	8	8	6	7
职业生涯	4	4	4	4
职业病	8	8	8	4
职业篮球	1	1	1	1
职业联赛	7	7	5	3
职业足球	1	1	1	1
职业运动	32	32	25	20
职业选手	22	22	17	16
职业选择	1	1	1	1
职业道德	7	7	6	6
职位	69	68	37	44
职务	32	32	28	26
职员	37	36	28	31
职场	107	107	59	81
职场上	32	32	13	25
职工	6	6	2	3
职权	13	13	11	9
职称	23	23	16	20
职级	1	1	1	1
职能	7	7	6	4
职责	4	4	4	3
职高	3	3	2	3
聒噪	1	1	1	1
联	312	305	132	161
联会	3	3	3	3
联俄	3	3	3	3
联军	106	104	28	80
联勤	3	3	3	3
联发	50	50	26	8
联合	251	245	131	121
联合会	2	2	2	2
联合军	3	3	3	2
联合利华	1	1	1	1
联合国	222	212	99	139
联合起来	6	6	6	6
联名	32	30	29	16
联姻	11	11	8	7
联强	5	5	3	5
联想	33	33	25	25
联想到	35	35	20	24
联想的	1	1	1	1
联手	55	55	48	50
联招	4	4	3	4
联盟	423	412	182	228
联盟中	2	2	2	2
联系	16	16	15	11
联系上	1	1	1	1
联经	1	1	1	1
联结	15	14	14	7
联络	436	314	134	85
联网	3	3	3	3
联考	51	50	33	43
联航	53	51	22	40
联苯	2	2	1	2
联谊	111	111	70	76
联赛	32	32	29	23
联赛冠军	1	1	1	1
联运	2	2	2	2
联通	2	2	2	2
联邦	67	64	41	44
联邦政府	3	3	3	3
联防	3	3	2	3
聘	163	162	73	69
聘人员	9	9	2	9
聘用	2	2	2	2
聘请	17	17	13	15
聚	221	217	67	116
聚众	11	11	11	11
聚会	56	56	45	41
聚到	2	2	2	2
聚合	1	1	1	1
聚合物	3	3	2	2
聚在一起	26	26	19	23
聚焦	3	3	3	3
聚落	6	6	6	6
聚集	51	51	38	40
聚集了	3	3	3	3
聚集在	11	11	8	10
聚集地	53	53	32	17
聚集的	11	11	11	6
聚餐	67	67	57	50
聪	110	110	27	40
聪慧	1	1	1	1
聪明	352	351	144	168
聪明人	22	22	15	19
聪明才智	3	3	3	3
聪明的	82	82	52	55
聪明的人	38	38	24	36
聿	1	1	1	1
肃	29	29	19	18
肃然起敬	1	1	1	1
肃立	1	1	1	1
肄	14	14	12	1
肆	40	35	27	34
肆无忌惮	5	5	5	4
肆虐	11	11	10	10
肇	17	17	17	4
肇事	34	34	24	22
肉	2392	2302	799	806
肉丝	34	33	10	20
肉丸	10	10	9	9
肉体	104	104	62	83
肉块	10	10	9	8
肉够	1	1	1	1
肉好吃	12	12	10	6
肉少	3	3	3	2
肉弹	14	13	9	7
肉搏	9	9	9	8
肉料	7	7	6	1
肉末	1	1	1	1
肉松	42	41	26	28
肉桂	8	8	6	8
肉汁	7	7	7	7
肉汤	12	12	10	8
肉燥	84	81	54	27
肉片	32	32	29	22
肉狗	5	5	4	4
肉用	2	2	2	2
肉的	106	106	78	62
肉的味道	1	1	1	1
肉眼	9	9	8	7
肉筋	2	2	2	2
肉类	24	24	17	22
肉羹	15	15	14	10
肉肉	62	57	37	22
肉肠	4	4	3	3
肉肥	2	2	2	2
肉菜	2	2	2	2
肉蛋	7	7	7	5
肉质	24	24	18	23
肉身	9	9	9	9
肉酱	31	31	20	22
肉里	2	2	2	2
肉量	2	2	2	2
肉食	24	24	20	10
肉饼	8	8	8	7
肋	19	18	16	9
肋骨	37	37	26	26
