# sentences=92558 tokens=745571 words=26623
word	count	sentences	left_contexts	right_contexts
络绎不绝	1	1	1	1
绝	17	15	8	10
绝不	3	3	3	3
绝世	3	3	3	1
绝了	6	6	5	3
绝佳	5	5	3	2
绝佳的	2	2	2	2
绝命毒师	1	1	1	1
绝地	3	3	3	2
绝大多数	12	12	11	2
绝对	8	8	8	8
绝对不会	1	1	1	1
绝对不是	2	2	2	2
绝对值得	2	2	2	1
绝对是	7	7	5	5
绝对有	1	1	1	1
绝对的	11	11	8	8
绝对能	1	1	1	1
绝活	1	1	1	1
绝版	1	1	1	1
绝配	2	2	2	1
绝非	1	1	1	1
统	3	3	2	2
统治	2	2	1	1
统称为	2	2	1	1
统筹	5	5	2	3
统计	7	7	7	7
统计数	1	1	1	1
绢	1	1	1	1
绣	4	4	2	2
继	5	5	4	4
继承	1	1	1	1
继承了	3	3	3	3
继承者	3	3	2	1
继母	6	6	4	5
继续	15	15	14	13
继续支持	2	2	2	2
继而	1	1	1	1
绩	1	1	1	1
绪	5	5	3	3
绫	14	14	7	6
续	6	6	1	1
续作	1	1	1	1
续命	5	5	4	1
续集	13	13	8	8
绮	124	124	4	4
绯	3	2	2	1
绯闻	10	10	7	3
绰号	3	3	3	3
维	157	156	48	36
维也纳	2	2	2	2
维修	1	1	1	1
维克	1	1	1	1
维克多	10	10	8	3
维特	2	2	1	2
绵	1	1	1	1
绶	9	9	1	2
绸	1	1	1	1
综	1	1	1	1
综合	17	17	12	11
综合实力	3	3	1	1
综合性	20	20	7	9
综艺	4	4	4	4
综艺节目	6	5	5	3
绽	2	2	1	1
绿	120	117	45	40
绿了	1	1	1	1
绿光	3	3	3	3
绿化	8	8	7	5
绿叶	1	1	1	1
绿树	3	3	3	3
绿树成荫	3	3	1	1
绿植	2	2	2	1
绿的	11	11	1	7
绿肺	2	2	2	2
绿色	17	16	13	11
绿色的	2	2	1	1
绿色蔬菜	2	2	2	1
绿草	9	9	2	2
绿荫	2	2	2	2
绿野	15	15	7	2
缀	1	1	1	1
缅	1	1	1	1
缅怀	8	8	7	7
缅甸	1	1	1	1
缆车	7	5	4	4
缇	3	3	3	3
缓解疲劳	2	2	1	1
缕	1	1	1	1
编	46	46	20	14
编写	3	3	3	3
编写的	1	1	1	1
编制	1	1	1	1
编剧	912	899	159	176
编导	8	8	5	5
编曲	232	230	82	60
编的	13	13	11	8
编织	3	3	1	1
编辑	22	22	15	11
缘	33	29	9	20
缘分	12	11	12	9
缘故	1	1	1	1
缜密	1	1	1	1
缝	1	1	1	1
缤纷	5	5	2	2
缥缈	1	1	1	1
缩	11	11	2	5
缩影	2	2	2	2
缩水	2	2	2	1
缩短	1	1	1	1
缪尔	11	11	1	2
缸	3	1	1	3
缺	3	3	3	2
缺一不可	1	1	1	1
缺乏	2	2	2	2
缺少	1	1	1	1
缺陷	1	1	1	1
网	42	40	22	28
网上	47	47	35	33
网上找	14	14	9	5
网上找到	2	2	2	2
网上搜索	1	1	1	1
网上查	17	17	10	11
网上的	2	2	2	2
网上看到	3	3	2	1
网上说	4	4	2	4
网上购	1	1	1	1
网友	4	4	3	1
网址	63	62	10	10
网游	1	1	1	1
网球	7	7	5	6
网站	24	24	12	13
网站上	3	3	2	3
网红	2	2	2	2
网络	8	7	6	6
网络上	2	2	2	2
网络电	1	1	1	1
网页	1	1	1	1
网页上	1	1	1	1
罕	10	10	5	6
罕见	3	3	3	2
罕见的	7	7	5	5
罗	372	356	96	94
罗伊	16	16	4	12
罗伯特	62	59	27	13
罗克	2	2	1	1
罗列	1	1	1	1
罗利	2	2	2	2
罗勒	2	2	1	1
罗家	7	6	5	1
罗宾	23	23	13	6
罗宾逊	1	1	1	1
罗尼	2	2	1	1
罗德岛	1	1	1	1
罗杰	9	9	7	4
罗根	4	4	3	1
罗森	1	1	1	1
罗汉	5	5	3	4
罗生门	22	22	14	17
罗米	1	1	1	1
罗莱	7	7	2	2
罗达	1	1	1	1
罗马	30	30	14	14
罗马的	1	1	1	1
罚	1	1	1	1
罚单	5	5	2	1
罢	1	1	1	1
罢了	3	3	3	1
罪	9	7	6	5
罪名	1	1	1	1
罪孽	8	8	8	1
罪恶	2	2	1	1
罪犯	4	4	3	3
罪行	1	1	1	1
置	3	3	2	2
置于	1	1	1	1
置身	1	1	1	1
置身于	5	5	3	4
署	1	1	1	1
羁	1	1	1	1
羊	103	101	5	7
羊肉	3	3	1	1
美	292	285	99	93
美丽	55	54	40	27
美丽中国	1	1	1	1
美丽的	19	19	16	15
美丽的风	3	3	1	1
美亚	3	3	3	2
美人	9	9	7	4
美人鱼	3	3	2	2
美体	1	1	1	1
美元	369	360	61	105
美刀	5	5	5	4
美利坚	10	10	5	1
美剧	4	4	4	4
美国	716	707	192	220
美国人	202	202	45	42
美国国家	8	8	6	3
美国女	6	6	5	4
美国学	1	1	1	1
美国政府	2	2	2	2
美国最大	5	5	5	1
美国演员	38	38	21	6
美国独立	1	1	1	1
美国电影	114	113	36	16
美国电视	2	2	1	1
美国男	1	1	1	1
美国的	70	70	39	36
美国社会	1	1	1	1
美国著名	30	30	13	7
美国队长	7	7	4	4
美女	40	39	34	19
美好	4	4	4	4
美好回忆	1	1	1	1
美好的	5	5	5	3
美妙	20	19	15	4
美容	1	1	1	1
美少女	5	5	3	3
美得	1	1	1	1
美德	3	3	3	2
美景	12	12	9	8
美月	7	7	1	6
美术	62	57	24	23
美术指导	3	3	1	2
美术馆	130	120	29	77
美林	10	9	1	2
美洲	21	21	6	5
美的	52	52	15	12
美眉	2	2	2	2
美称	4	4	2	3
美誉	16	16	1	3
美貌	4	4	2	4
美轮美奂	1	1	1	1
美酒	1	1	1	1
美音	31	31	1	1
美食	25	24	13	11
羔羊	6	6	1	5
羚	1	1	1	1
羚羊	6	6	2	3
羡	2	2	2	2
羡慕	33	33	23	23
群	61	60	29	26
群众	3	3	2	2
群体	4	4	2	3
群体中	1	1	1	1
群山	11	11	9	5
群落	1	1	1	1
羯	1	1	1	1
羲	4	4	2	3
羽	2	2	2	2
羽毛球	1	1	1	1
翀	1	1	1	1
翁	19	19	5	6
翅	2	2	1	1
翅膀	1	1	1	1
翊	11	11	1	6
翌	1	1	1	1
翎	3	3	1	3
翔	11	10	4	6
翘	7	6	3	3
翠	35	30	17	15
翠屏	2	2	1	1
翠绿	1	1	1	1
翩翩	1	1	1	1
翰	17	17	6	9
翱	2	2	1	2
翻	9	9	5	5
翻了	8	8	3	2
翻了翻	1	1	1	1
翻出来	3	3	2	2
翻唱	106	104	54	28
翻建	1	1	1	1
翻拍	3	3	3	3
翻版	1	1	1	1
翻译	10	10	10	10
翻译成	20	20	6	20
翻译过来	2	2	2	2
翻阅	4	4	1	1
翼	11	11	3	2
耀	3	3	3	3
耀眼	3	3	2	2
耀辉	5	5	1	3
老	287	285	140	94
老一辈	9	9	8	5
老三	1	1	1	1
老乡	5	4	5	2
老了	27	27	18	9
老人	39	39	23	16
老人家	11	11	11	11
老人的	1	1	1	1
老兄	1	1	1	1
老先生	8	8	8	7
老公	9	9	8	9
老前辈	3	3	2	2
老北京	58	57	19	13
老北京的	5	5	4	3
老厂	4	4	3	2
老去	2	2	2	2
老听	5	5	4	4
老哥	1	1	1	1
老城	3	3	3	2
老外	1	1	1	1
老多	28	28	10	7
老大	17	17	10	8
老太太	2	2	2	2
老头	1	1	1	1
老好	2	2	2	1
老妈	8	8	2	3
老婆	4	4	4	4
老字号	9	9	4	3
老实	1	1	1	1
老家	8	8	7	8
老将	1	1	1	1
老师	20	19	11	17
老师在	2	2	2	2
老师是	1	1	1	1
老师的	4	4	2	2
老师还	1	1	1	1
老师都	1	1	1	1
老年	22	22	7	5
老年人	20	20	8	6
老戏	1	1	1	1
老戏骨	9	9	8	8
老旧的	1	1	1	1
老朋友	1	1	1	1
老板	15	15	8	7
老根	4	4	1	1
老歌	28	28	14	16
老爷	11	11	8	1
老爷子	14	14	10	13
老爸	12	12	9	6
老爹	1	1	1	1
老牌	8	8	7	7
老王	3	3	3	3
老电影	45	45	23	18
老男人	1	1	1	1
老百姓	3	3	2	2
老的	56	56	12	21
老祖宗	1	1	1	1
老练	1	1	1	1
老胡	2	2	2	1
老虎	1	1	1	1
老说	1	1	1	1
老铁	2	2	2	2
老高	4	4	2	3
老鼠	2	2	2	2
考	115	76	47	19
考上	2	2	2	2
考了	1	1	1	1
考入	5	5	3	2
考取	1	1	1	1
考古学	2	2	1	1
考学	1	1	1	1
考完了	1	1	1	1
考察	5	5	4	4
考究	2	2	2	2
考虑	6	6	6	6
考虑一下	1	1	1	1
考虑了	2	2	2	2
考虑到	1	1	1	1
考虑的	1	1	1	1
考虑考虑	1	1	1	1
考证	1	1	1	1
考试	1	1	1	1
考验	3	3	3	3
者	112	105	50	60
而	263	260	105	122
而下	1	1	1	1
而不	3	3	3	3
而不为	1	1	1	1
而不同	1	1	1	1
而不是	1	1	1	1
而且	673	672	172	309
而且不	2	2	2	2
而且不是	2	2	2	2
而且也	16	16	9	14
而且因为	1	1	1	1
而且在	13	13	6	9
而且她	30	30	17	19
而且对	1	1	1	1
而且就	1	1	1	1
而且很	8	8	7	8
而且我	22	22	17	16
而且是	47	47	22	40
而且有	9	9	6	4
而且还	84	84	41	45
而且还是	33	33	19	31
而且这个	9	9	6	6
而且都	10	10	8	6
而且都是	5	5	4	5
而为	2	2	2	2
而产生	1	1	1	1
而他	46	46	11	28
而作	1	1	1	1
而作为	6	6	1	6
而出	15	15	12	2
而出现	1	1	1	1
而去	7	7	4	3
而去了	1	1	1	1
而又	6	6	3	3
而发生	2	2	2	2
而后	2	2	1	1
而在	10	10	3	7
而奋斗	1	1	1	1
而她	17	17	4	15
而定	16	16	7	8
而已	52	52	33	23
而开始	3	3	3	3
而引发	3	3	3	3
而引起的	1	1	1	1
而归	1	1	1	1
而当	2	2	2	1
而当时	1	1	1	1
而得	4	4	3	3
而得到	2	2	2	1
而得名	52	52	11	8
而成	36	36	17	14
而成的	13	13	5	6
而我	9	9	4	8
而我们	1	1	1	1
而战	1	1	1	1
而是	3	3	3	3
而更	4	4	1	4
而来	18	18	7	6
而来的	4	4	2	2
而演	1	1	1	1
而现在	1	1	1	1
而用	1	1	1	1
而立	6	6	1	3
而自己	2	2	1	1
而至	1	1	1	1
而获	2	2	1	1
而获得	16	16	15	11
而被	7	7	7	7
而言	3	3	3	3
而让	5	5	2	5
而走	3	3	3	1
而起	1	1	1	1
而过	3	3	2	2
而这	20	20	3	3
而这个	6	6	2	4
而这些	1	1	1	1
而这里	1	1	1	1
而进入	2	2	2	1
而那个	1	1	1	1
而闻名	3	3	2	2
耍	2	2	1	2
耏	1	1	1	1
耐	7	7	2	4
耐人寻味	3	3	3	3
耐劳	2	2	1	1
耐心	1	1	1	1
耐看	4	4	4	1
耕	3	3	1	1
耕地	1	1	1	1
耗时	1	1	1	1
耗费	1	1	1	1
耗费了	1	1	1	1
耗资	7	7	5	5
耳	71	70	25	12
耳朵	4	4	3	4
耳熟能详	14	14	10	6
耳目一新	1	1	1	1
耳边	1	1	1	1
耶	20	20	12	13
耶路撒冷	2	2	2	1
耶鲁大学	6	6	4	3
耸	2	2	2	1
耻	1	1	1	1
耽误	21	21	9	9
耽误时间	1	1	1	1
聂	1	1	1	1
聊	58	58	45	34
聊一下	2	2	2	2
聊一聊	2	2	2	2
聊下	1	1	1	1
聊了	4	4	4	2
聊到	13	13	5	2
聊天	21	21	7	15
聊完	18	18	4	8
聊得	3	3	2	3
聊着	2	1	2	2
聊聊	45	45	22	27
聊起	1	1	1	1
聊起来	1	1	1	1
聋	2	2	1	1
职	17	17	8	14
职业	220	215	77	66
职业学	1	1	1	1
职业方向	2	2	2	1
职业是	94	94	9	27
职业生涯	1	1	1	1
职务	5	5	5	4
职员	1	1	1	1
职称	6	6	6	5
聒噪	1	1	1	1
联	118	105	42	10
联军	7	7	1	2
联合	174	174	80	27
联合出品	24	24	15	4
联合国	12	11	9	6
联想	1	1	1	1
联手	8	8	6	7
联盟	9	9	6	9
联系	37	37	13	7
联系我	2	2	2	1
联系方式	4	4	4	4
联络	8	8	1	1
联谊	4	3	1	1
联邦	4	4	4	2
联防	1	1	1	1
聚	12	12	10	8
聚会	12	8	9	7
聚在一起	1	1	1	1
聚焦	4	4	4	3
聚焦于	2	2	2	2
聚集	4	4	4	4
聚集了	1	1	1	1
聚集地	9	9	4	3
聚集的	2	2	1	1
聪	3	3	3	2
聪慧	2	2	2	2
聪明	6	6	5	6
聪明的	5	5	4	3
聪明的人	1	1	1	1
肃然起敬	1	1	1	1
肃穆	8	8	1	4
肄	7	7	4	1
肇事	5	5	1	1
肉体	1	1	1	1
肋骨	1	1	1	1
肌肉男	2	2	2	2
肖	54	54	26	14
肚子疼	1	1	1	1
肚子里	2	2	2	1
肝	2	2	2	1
股	1	1	1	1
股份	43	43	14	2
股神	1	1	1	1
股票	2	2	2	1
肤色	2	2	2	2
肥皂	3	3	2	2
肥胖	1	1	1	1
肩负	1	1	1	1
肩部	2	2	2	1
肮脏的	2	2	1	1
肯	69	69	24	26
肯定	50	50	33	32
肯定不	14	14	10	6
肯定不会	5	5	5	3
肯定不是	1	1	1	1
肯定不能	7	7	5	5
肯定也	5	5	5	5
肯定了	6	6	3	2
肯定会	13	13	13	13
肯定很	3	3	3	2
肯定是	46	46	25	40
肯定是要	1	1	1	1
肯定有	2	2	2	2
肯定比	1	1	1	1
肯定没有	1	1	1	1
肯定的	18	18	9	16
肯定能	4	4	3	4
肯定要	1	1	1	1
育	48	34	10	11
肺癌	1	1	1	1
肿瘤	1	1	1	1
胃口	2	2	1	1
胆	4	4	4	4
胆子	3	3	2	3
胆小	1	1	1	1
背上	1	1	1	1
背包	9	9	1	4
背叛	2	2	2	2
背后	2	2	2	2
背后的	4	4	2	2
背影	1	1	1	1
背景	15	15	12	11
背景的	3	3	3	3
背景音乐	5	5	3	4
背面	1	1	1	1
背面的	1	1	1	1
胖	12	12	7	7
胖子	2	2	1	1
胜	98	96	21	25
胜利	3	3	3	2
胜利者	1	1	1	1
胡	44	38	22	21
胡同	117	116	21	33
胡子	1	1	1	1
胡椒	1	1	1	1
胤	4	4	1	1
胥	1	1	1	1
胭脂	1	1	1	1
胰腺癌	1	1	1	1
胶	2	2	1	1
胶水	6	6	1	1
胶片	1	1	1	1
胸怀	1	1	1	1
能	312	307	143	107
能上	2	2	2	2
能不	20	20	18	13
能不知道	6	6	6	4
能不能	11	11	11	11
能不能把	1	1	1	1
能与	1	1	1	1
能举	3	3	2	2
能买到	1	1	1	1
能人	4	4	4	4
能介绍	11	11	9	3
能以	2	2	2	2
能体会	1	1	1	1
能体验	2	2	2	2
能作	1	1	1	1
能做出	3	3	3	3
能做到	2	2	2	2
能入	1	1	1	1
能再	4	4	4	3
能写	5	5	4	4
能出	1	1	1	1
能到	2	2	2	2
能力	26	26	21	16
能力不	2	2	2	2
能力很强	2	2	2	2
能卖	2	2	2	2
能去	13	13	8	4
能及	7	7	1	5
能发	1	1	1	1
能否	2	2	2	2
能听	1	1	1	1
能听懂	2	2	2	2
能告诉	38	38	29	6
能和	1	1	1	1
能啊	1	1	1	1
能回	2	2	2	2
能在	19	19	15	16
能坚持	1	1	1	1
能够	13	13	11	10
能够得到	1	1	1	1
能够理解	1	1	1	1
能够获得	1	1	1	1
能学	1	1	1	1
能对	1	1	1	1
能带	1	1	1	1
能帮	76	76	29	6
能开	5	5	4	2
能当	1	1	1	1
能往	1	1	1	1
能得	4	4	4	3
能得到	2	2	2	1
能想	3	3	3	1
能想到	1	1	1	1
能感受	1	1	1	1
能成为	1	1	1	1
能成功	3	3	3	3
能找到	9	9	9	8
能把	21	21	18	12
能抓住	1	1	1	1
能拍	4	4	4	4
能拍出	7	7	7	7
能拼	1	1	1	1
能拿	1	1	1	1
能拿到	4	4	2	2
能挣	1	1	1	1
能排	1	1	1	1
能接受	3	3	3	3
能推荐	4	4	2	2
能放	1	1	1	1
能是	1	1	1	1
能更好	1	1	1	1
能有	22	22	19	21
能有个	1	1	1	1
能有什么	1	1	1	1
能来	1	1	1	1
能查到	1	1	1	1
能比	3	3	3	3
能泡	2	2	2	1
能活	1	1	1	1
能源	3	3	3	2
能火	5	5	4	5
能爬	1	1	1	1
能玩	978	978	95	27
能用	2	2	2	1
能看	9	8	7	7
能看出	2	2	2	2
能看出来	1	1	1	1
能看到	12	12	11	11
能看到他	1	1	1	1
能看的	2	2	2	2
能看见	2	2	2	2
能知道	3	3	3	3
能给	6	6	6	6
能给我	8	8	8	6
能耐	5	5	5	5
能获得	11	11	11	10
能被	3	3	3	3
能让	4	4	4	4
能记住	4	4	4	4
能说	17	17	11	13
能说出	5	5	5	3
能走	2	2	2	2
能走到	1	1	1	1
能跟	5	5	5	5
能转	1	1	1	1
能达到	3	3	3	3
能过	2	2	1	1
能这么	5	5	5	4
能进	1	1	1	1
能进入	1	1	1	1
能选择	1	1	1	1
能量	3	3	3	3
脉	8	8	3	5
脉络	1	1	1	1
脊椎动物	2	2	1	1
脍炙人口	17	17	12	7
脏	6	6	2	4
脑	5	5	4	4
脑中	1	1	1	1
脑子	1	1	1	1
脑子里	2	2	2	1
脑洞	2	2	2	2
脑洞大开	1	1	1	1
脑海中	1	1	1	1
脑筋	2	2	2	1
脑补	1	1	1	1
脑袋	1	1	1	1
脑袋里	1	1	1	1
脖子	1	1	1	1
脚	1	1	1	1
脚下	12	12	3	5
脚印	1	1	1	1
脚本	5	5	3	2
脱	26	26	2	2
脱口秀	2	2	1	1
脱离	3	3	3	3
脱颖而出	1	1	1	1
脸	3	3	3	3
脸上	3	3	1	1
脸庞	1	1	1	1
脸皮	1	1	1	1
脸蛋	1	1	1	1
脸颊	3	3	3	1
脾气	2	2	2	2
脾气暴躁	1	1	1	1
腊	2	2	1	1
腔体	1	1	1	1
腕	2	2	2	2
腴	1	1	1	1
腹	1	1	1	1
腹地	7	7	1	1
腻	1	1	1	1
腾	34	34	3	22
腾出	1	1	1	1
腾讯	14	14	7	6
腾讯视频	5	5	4	5
腿	5	5	2	3
膀	4	4	1	1
膜拜	3	3	2	3
膺	2	2	1	1
臣	2	2	2	2
臧	3	3	1	1
自	109	89	43	36
自上而下	1	1	1	1
自不必说	1	1	1	1
自东	2	2	1	1
自主	2	2	1	1
自主选择	1	1	1	1
自从	1	1	1	1
自传	14	14	9	9
自信	1	1	1	1
自创	1	1	1	1
自制	2	2	1	1
自动	5	5	2	2
自助	24	19	7	3
自助餐	5	5	1	1
自古	14	14	14	4
自古以来	7	7	6	3
自在	4	4	3	2
自如	2	2	2	2
自学	17	10	4	5
自学成才	1	1	1	1
自导自演	7	7	6	4
自己	48	47	41	38
自己也是	1	1	1	1
自己做	1	1	1	1
自己创作	1	1	1	1
自己制作	1	1	1	1
自己努力	1	1	1	1
自己呢	1	1	1	1
自己开	2	2	1	1
自己当	1	1	1	1
自己有	2	2	2	2
自己来	1	1	1	1
自己的	31	31	23	23
自己看	4	4	2	1
自己看看	1	1	1	1
自己能	3	3	3	3
自己选的	1	1	1	1
自已	145	143	57	55
自带	2	2	2	2
自幼	7	7	7	5
自建	2	2	1	1
自强	2	2	2	2
自惭	1	1	1	1
自愿	3	3	3	2
自我	3	3	3	3
自我感觉	1	1	1	1
自杀	6	6	6	5
自来水	4	4	4	1
自此	1	1	1	1
自治	2	2	1	2
自治区	4	4	1	1
自然	214	209	61	37
自然人	1	1	1	1
自然就	1	1	1	1
自然是	3	3	3	3
自然景观	9	9	6	6
自然环境	2	2	1	1
自然的	3	3	3	3
自然科学	5	5	4	4
自然风光	9	9	6	4
自由	36	36	14	22
自由化	1	1	1	1
自由女神	1	1	1	1
自由的	1	1	1	1
自白	2	2	2	2
自称	3	3	3	3
自虐	1	1	1	1
自行	2	2	1	1
自西	2	2	1	1
自言自语	2	2	2	2
自豪	3	3	3	3
自豪感	2	2	2	2
自身	5	5	5	4
自身的	1	1	1	1
自转	2	2	1	1
自述	2	2	2	1
自选	5	5	3	2
自驾	1	1	1	1
自驾游	10	10	4	2
臭	1	1	1	1
至	290	169	35	38
至上	21	21	1	15
至于	7	7	6	7
至今	38	38	28	25
至今为止	1	1	1	1
至今没有	1	1	1	1
至今还	4	4	3	4
至关重要	4	4	2	1
至尊	20	16	8	5
至少	11	11	7	7
至少可以	1	1	1	1
至晚	1	1	1	1
至此	4	4	3	3
至深	1	1	1	1
致	4	4	3	4
致力	2	2	2	1
致力于	10	10	7	5
致命	22	22	16	10
致命的	3	3	2	1
致敬	5	5	5	3
致电	1	1	1	1
致远	4	4	1	1
臼	14	13	1	1
舌	3	3	1	2
舌头	1	1	1	1
舍	23	22	5	11
舍不得	1	1	1	1
舍得	6	6	6	4
舒	29	28	7	8
舒尔茨	1	1	1	1
舒文	2	2	1	2
舒服	4	4	4	2
舒服就	1	1	1	1
舒畅	1	1	1	1
舒缓	1	1	1	1
舜	1	1	1	1
舞	46	45	19	19
舞会	2	2	1	1
舞台	21	21	11	17
舞台上	1	1	1	1
舞台剧	26	26	15	18
舞女	3	3	1	1
舞曲	4	4	4	4
舞者	2	2	2	2
舞蹈	23	22	11	11
舟	2	2	1	2
舟山	1	1	1	1
航	12	10	7	7
航拍	1	1	1	1
航班	5	5	2	1
航空	8	8	5	3
航空航天	6	6	4	2
航道	2	2	1	1
舫	1	1	1	1
般	23	23	11	14
般的	7	7	4	4
舰	1	1	1	1
舵	1	1	1	1
船	40	36	7	16
船票	14	7	2	2
船队	2	2	1	1
艇	9	5	4	6
良	27	27	18	19
良乡	2	2	1	1
良好	4	4	3	3
良好的	1	1	1	1
良心	3	3	3	2
艰苦	4	4	2	2
艰苦的	1	1	1	1
艰辛	4	4	3	2
艰难	2	2	2	2
艰难的	1	1	1	1
色	49	49	26	24
色彩	22	22	14	7
色彩搭配	1	1	1	1
色戒	1	1	1	1
色系	3	3	1	2
艳	24	24	14	10
艳丽	1	1	1	1
艺	123	121	28	33
艺人	485	476	115	112
艺体	2	2	2	1
艺名	15	15	13	11
艺术	445	406	130	80
艺术中	13	13	5	2
艺术作品	6	6	3	3
艺术品	8	8	4	4
艺术品的	1	1	1	1
艺术大学	16	16	3	6
艺术学院	87	87	10	17
艺术家	83	83	28	30
艺术性	2	2	2	2
艺术成就	1	1	1	1
艺术气息	10	10	6	4
艺术的	8	8	6	6
艺术类	5	5	5	5
艺校	4	4	3	3
艾	232	229	95	25
艾丽	13	13	9	4
艾利	23	23	2	2
艾拉	1	1	1	1
艾森	1	1	1	1
艾比	1	1	1	1
艾滋病	1	1	1	1
艾米	29	29	16	6
艾莉	4	4	2	2
节	526	479	23	71
节假日	33	33	10	14
节奏	5	5	4	4
节奏感	2	2	2	2
节日	7	7	4	4
节目	27	26	10	12
节省时间	1	1	1	1
节约时间	1	1	1	1
节能	1	1	1	1
节节	7	7	1	1
芃	2	2	1	2
芍	3	3	3	1
芙	11	11	7	3
芙蓉	2	2	2	2
芜湖	2	2	1	1
芝	29	29	5	21
芝加哥	20	20	7	10
芝麻	6	6	1	1
芥川	6	6	3	1
芥末	1	1	1	1
芦	14	14	7	4
芦苇	12	11	8	7
芬	68	68	11	22
芬兰	4	4	1	2
芭	9	9	4	4
芭芭拉	3	3	3	2
芭蕾	7	7	3	2
芮	1	1	1	1
花	205	198	63	81
花一样	1	1	1	1
花了	93	93	46	25
花儿	10	10	2	2
花卉	26	24	13	15
花园	30	28	11	15
花多	1	1	1	1
花多少	1	1	1	1
花多少钱	2	2	2	2
花好	1	1	1	1
花岗岩	3	3	3	3
花开	4	4	3	2
花时间	2	2	2	2
花期	4	4	2	2
花朵	1	1	1	1
花样	1	1	1	1
花样年华	20	19	16	15
花海	16	16	6	6
花溪	2	2	1	1
花火	8	8	7	8
花痴	3	3	2	3
花的	5	5	5	5
花花草草	2	2	2	2
花草	3	3	3	3
花费	4	4	4	4
花费了	16	16	11	8
花费的	1	1	1	1
花边	1	1	1	1
花钱	17	17	6	10
花钱的	2	2	2	1
花销	1	1	1	1
花门	1	1	1	1
花香	3	3	2	2
芳	34	33	13	15
芳心	2	2	2	2
芳香	4	4	2	3
芸	13	13	3	6
芹	3	3	1	1
芽	1	1	1	1
苇	6	6	1	1
苍	5	5	4	4
苍白	2	2	2	2
苍穹	1	1	1	1
苏	80	75	43	30
苏南	3	3	1	2
苏州	13	13	11	1
苏常	1	1	1	1
苏打	62	61	34	3
苏格兰	16	16	11	8
苏联	1	1	1	1
苏菲	9	9	7	2
苏里	9	9	1	4
苑	34	34	12	17
苗	5	5	5	3
苟	1	1	1	1
若	79	79	6	7
若你	19	19	12	1
若干个	2	2	2	1
若有	4	4	2	2
若琳	12	12	1	9
若瑟	1	1	1	1
苦	7	7	4	4
苦的	2	2	2	2
苦练	1	1	1	1
苦闷	2	2	1	2
英	156	149	57	71
英伦	10	9	8	3
英俊	1	1	1	1
英军	2	2	1	1
英国	502	492	120	129
英国人	90	90	21	24
英国的	36	36	20	21
英年早逝	3	3	2	3
英式	6	6	5	2
英文	62	61	41	35
英文原版	1	1	1	1
英文名	135	135	49	20
英文歌	25	24	21	8
英文版	4	4	4	4
英格兰	21	21	11	14
英美	4	4	4	4
英语	189	187	79	72
英语专业	3	3	3	3
英语发音	3	3	2	3
英语学习	1	1	1	1
英语是	2	2	2	2
英语歌曲	1	1	1	1
英语水平	2	2	2	2
英语的	15	15	13	10
英镑	3	3	3	3
英雄	89	89	39	38
英雄的	1	1	1	1
英雄联盟	2	2	2	2
苹果	19	19	10	8
茂	19	19	6	7
茂密	9	9	4	5
茂盛	7	7	4	4
范	96	95	43	16
范围	11	11	8	9
范围内	1	1	1	1
范围内的	2	2	1	1
范围是	4	4	3	3
范文	1	1	1	1
茅	7	5	5	1
茉	7	7	1	1
茜	13	13	3	4
茨	31	31	11	20
茫	5	3	3	3
茱	8	7	7	3
茵	10	10	2	7
茶	20	19	7	7
茶余饭后	1	1	1	1
茶座	1	1	1	1
茶楼	1	1	1	1
茶馆	10	8	6	8
茸	7	4	5	2
茹	94	94	3	47
荆	18	18	3	2
荇	6	6	5	1
草	127	101	19	34
草原	15	13	3	10
草原上	1	1	1	1
草原的	1	1	1	1
草地	9	9	4	5
草坪	5	5	3	3
草木	1	1	1	1
草根	1	1	1	1
草莓	19	9	14	16
荏	2	2	1	1
荒	23	23	18	2
荒唐	1	1	1	1
荒岛	14	14	10	3
荒诞	4	4	1	3
荒野	24	23	17	8
荔	1	1	1	1
荟	5	5	2	1
荡	13	12	6	7
荡漾	4	4	2	3
荡起	4	4	1	1
荣	90	88	10	38
荣光	7	7	6	3
荣幸	2	2	2	2
荣耀	4	4	1	1
荣获	85	85	45	34
荣誉	106	103	40	36
荧屏	1	1	1	1
荧幕	4	4	4	4
荫	60	59	4	7
药	15	14	9	9
药店	1	1	1	1
药材	2	2	1	1
药浴	2	2	1	2
药物	1	1	1	1
荷	10	10	5	5
荷兰	3	2	2	3
荷兰语	2	2	2	2
荷尔蒙	1	1	1	1
荷花	12	12	10	7
荼	1	1	1	1
莉	121	108	26	42
莉亚	6	5	2	3
莉莲	1	1	1	1
莎	48	47	12	15
莎拉	3	2	3	3
莎莉	6	6	4	4
莓	1	1	1	1
莫	183	183	67	31
莫名	1	1	1	1
莫多	5	5	1	1
莫大	1	1	1	1
莫斯科	5	5	4	4
莫若	1	1	1	1
莫西	5	5	1	1
莫里斯	7	7	6	1
莫非	1	1	1	1
莱	239	236	39	39
莱卡	1	1	1	1
莱文	2	2	1	1
莱昂	7	7	3	2
莱昂纳	38	38	23	1
莱比锡	2	2	2	1
莱纳德	3	3	1	3
莱茵	2	2	1	1
莲	10	10	4	5
莲花	13	13	5	9
莲藕	2	2	1	1
获	434	426	138	62
获奖	372	372	136	56
获奖者	2	2	1	1
获得	727	702	241	156
获得了	1146	1136	255	193
